# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct 11 05:55:42 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name asc, disc_year asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
Qatar-3 b,Qatar-3,2017,Qatar,0.037830,4.31000,1.15,735.6010000
Qatar-4 b,Qatar-4,2017,Qatar,0.028030,6.10000,0.90,329.0360000
Qatar-5 b,Qatar-5,2017,Qatar,0.041270,4.32000,1.13,367.6580000
Qatar-6 b,Qatar-6,2017,Qatar,0.042300,0.66800,0.82,100.8480000
Qatar-7 b,Qatar-7,2019,Qatar,0.035200,1.88000,1.41,705.9810000
Qatar-8 b,Qatar-8,2019,Qatar,0.047400,0.37100,1.03,281.4980000
Qatar-9 b,Qatar-9,2019,Qatar,0.023400,1.19000,0.72,213.7710000
ROXs 12 b,ROXs 12,2013,W. M. Keck Observatory,210.000000,16.00000,0.87,136.6500000
ROXs 42 B b,ROXs 42 B,2013,Multiple Observatories,157.000000,9.00000,1.00,143.5900000
RR Cae b,RR Cae,2012,Leoncito Astronomical Complex,5.300000,4.20000,0.44,21.1916000
Ross 128 b,Ross 128,2017,La Silla Observatory,0.049600,0.00440,0.17,3.3745400
Ross 458 c,Ross 458,2010,Las Campanas Observatory,1100.000000,6.00000,0.56,11.5094000
Ross 508 b,Ross 508,2022,Subaru Telescope,0.053660,0.01259,0.18,11.2103000
SPECULOOS-3 b,SPECULOOS-3,2024,SPECULOOS Southern Observatory,0.007330,0.00281,0.10,
SR 12 AB c,SR 12 AB,2010,Infrared Survey Facility,,13.00000,,112.3172158
SWEEPS-11 b,SWEEPS-11,2006,Hubble Space Telescope,0.030000,9.70000,1.10,8500.0000000
SWEEPS-4 b,SWEEPS-4,2006,Hubble Space Telescope,0.055000,3.80000,1.24,8500.0000000
TAP 26 b,TAP 26,2017,Multiple Facilities,0.096800,1.66000,1.04,121.4020000
TCP J05074264+2447555 b,TCP J05074264+2447555,2018,Multiple Observatories,0.940000,0.06293,0.59,505.0000000
TIC 139270665 b,TIC 139270665,2024,Transiting Exoplanet Survey Satellite (TESS),0.163000,0.46300,1.04,189.8750000
TIC 139270665 c,TIC 139270665,2024,Lick Observatory,2.000000,4.89000,1.04,189.8750000
TIC 172900988 b,TIC 172900988 Aa,2021,Transiting Exoplanet Survey Satellite (TESS),0.902810,2.96386,1.24,250.9560000
TIC 237913194 b,TIC 237913194,2020,Transiting Exoplanet Survey Satellite (TESS),0.120700,1.94200,1.03,306.0630000
TIC 241249530 b,TIC 241249530,2024,Transiting Exoplanet Survey Satellite (TESS),0.641000,4.98000,1.27,324.4480000
TIC 257060897 b,TIC 257060897,2021,Transiting Exoplanet Survey Satellite (TESS),0.051000,0.67000,1.32,505.7030000
TIC 279401253 b,TIC 279401253,2023,Transiting Exoplanet Survey Satellite (TESS),0.369000,6.14000,1.13,285.5840000
TIC 279401253 c,TIC 279401253,2023,Multiple Observatories,0.591000,8.02000,1.13,285.5840000
TIC 365102760 b,TIC 365102760,2024,Transiting Exoplanet Survey Satellite (TESS),0.062200,0.06041,1.17,555.5460000
TIC 393818343 b,TIC 393818343,2024,Transiting Exoplanet Survey Satellite (TESS),0.129100,4.34000,1.08,93.7345000
TIC 46432937 b,TIC 46432937,2024,Transiting Exoplanet Survey Satellite (TESS),0.020650,3.20000,0.56,90.5369000
TIC 4672985 b,TIC 4672985,2024,Transiting Exoplanet Survey Satellite (TESS),0.330000,12.74000,1.01,253.3850000
TOI-1052 b,TOI-1052,2023,Transiting Exoplanet Survey Satellite (TESS),0.091030,0.05317,1.20,129.8040000
TOI-1052 c,TOI-1052,2023,Multiple Observatories,0.226300,0.10792,1.20,129.8040000
TOI-1062 b,TOI-1062,2021,Transiting Exoplanet Survey Satellite (TESS),0.052000,0.03194,0.94,82.1733000
TOI-1062 c,TOI-1062,2021,La Silla Observatory,0.080000,0.03077,0.94,82.1733000
TOI-1064 b,TOI-1064,2022,Transiting Exoplanet Survey Satellite (TESS),0.061520,0.04248,0.75,68.0726000
TOI-1064 c,TOI-1064,2022,Transiting Exoplanet Survey Satellite (TESS),0.094290,0.00787,0.75,68.0726000
TOI-1075 b,TOI-1075,2022,Transiting Exoplanet Survey Satellite (TESS),0.011590,0.03131,0.60,61.4592000
TOI-1107 b,TOI-1107,2022,Transiting Exoplanet Survey Satellite (TESS),0.056100,3.35000,1.35,281.3140000
TOI-1130 b,TOI-1130,2020,Transiting Exoplanet Survey Satellite (TESS),0.045300,0.06230,0.74,58.2609000
TOI-1130 c,TOI-1130,2020,Transiting Exoplanet Survey Satellite (TESS),0.073100,1.05717,0.74,58.2609000
TOI-1135 b,TOI-1135,2024,Transiting Exoplanet Survey Satellite (TESS),0.082337,0.16200,1.16,114.0480000
TOI-1136 b,TOI-1136,2022,Transiting Exoplanet Survey Satellite (TESS),0.051060,0.01101,1.02,84.5362000
TOI-1136 c,TOI-1136,2022,Transiting Exoplanet Survey Satellite (TESS),0.066900,0.01988,1.02,84.5362000
TOI-1136 d,TOI-1136,2022,Transiting Exoplanet Survey Satellite (TESS),0.106200,0.02627,1.02,84.5362000
TOI-1136 e,TOI-1136,2022,Transiting Exoplanet Survey Satellite (TESS),0.140000,0.01910,1.02,84.5362000
TOI-1136 f,TOI-1136,2022,Transiting Exoplanet Survey Satellite (TESS),0.174000,0.03052,1.02,84.5362000
TOI-1136 g,TOI-1136,2022,Transiting Exoplanet Survey Satellite (TESS),0.229000,0.01762,1.02,84.5362000
TOI-1173 b,TOI-1173,2024,Transiting Exoplanet Survey Satellite (TESS),0.069600,0.08621,0.91,132.3530000
TOI-1174 b,TOI-1174,2024,Transiting Exoplanet Survey Satellite (TESS),0.080000,0.10068,0.84,94.6375000
TOI-1180 b,TOI-1180,2024,Transiting Exoplanet Survey Satellite (TESS),0.082000,0.03146,0.78,72.0238000
TOI-1181 b,TOI-1181,2022,Transiting Exoplanet Survey Satellite (TESS),0.036400,1.17900,1.47,302.8190000
TOI-1184 b,TOI-1184,2024,Transiting Exoplanet Survey Satellite (TESS),0.056000,0.02140,0.73,58.5946000
TOI-1194 b,TOI-1194,2023,Transiting Exoplanet Survey Satellite (TESS),0.034000,0.37756,0.98,149.6670000
TOI-1199 b,TOI-1199,2024,Transiting Exoplanet Survey Satellite (TESS),0.049880,0.23900,1.23,248.4270000
TOI-1201 b,TOI-1201,2021,Transiting Exoplanet Survey Satellite (TESS),0.028700,0.01976,0.51,37.8871000
TOI-122 b,TOI-122,2020,Transiting Exoplanet Survey Satellite (TESS),0.039200,0.02470,0.31,62.1180000
TOI-1221 b,TOI-1221,2023,Transiting Exoplanet Survey Satellite (TESS),0.387000,3.50000,0.93,138.4110000
TOI-1224 b,TOI-1224,2024,Transiting Exoplanet Survey Satellite (TESS),0.035500,0.01600,0.40,37.3312000
TOI-1224 c,TOI-1224,2024,Transiting Exoplanet Survey Satellite (TESS),,0.02730,0.40,37.3312000
TOI-1227 b,TOI-1227,2022,Transiting Exoplanet Survey Satellite (TESS),0.088600,0.20900,0.17,100.6410000
TOI-1231 b,TOI-1231,2021,Transiting Exoplanet Survey Satellite (TESS),0.128800,0.04845,0.49,27.6227000
TOI-1235 b,TOI-1235,2020,Transiting Exoplanet Survey Satellite (TESS),0.038450,0.02105,0.63,39.6345000
TOI-1244 b,TOI-1244,2024,Transiting Exoplanet Survey Satellite (TESS),0.061000,0.02077,0.75,102.5510000
TOI-1246 b,TOI-1246,2022,Transiting Exoplanet Survey Satellite (TESS),0.049000,0.02549,0.87,169.4220000
TOI-1246 c,TOI-1246,2022,Transiting Exoplanet Survey Satellite (TESS),0.061000,0.02863,0.89,169.4220000
TOI-1246 d,TOI-1246,2022,Transiting Exoplanet Survey Satellite (TESS),0.132000,0.01699,0.89,169.4220000
TOI-1246 e,TOI-1246,2022,Transiting Exoplanet Survey Satellite (TESS),0.212000,0.04562,0.89,169.4220000
TOI-1248 b,TOI-1248,2024,Transiting Exoplanet Survey Satellite (TESS),0.051000,0.08621,0.90,168.7350000
TOI-1249 b,TOI-1249,2024,Transiting Exoplanet Survey Satellite (TESS),0.109000,0.03744,1.01,139.4900000
TOI-125 b,TOI-125,2019,Transiting Exoplanet Survey Satellite (TESS),0.051860,0.02989,0.86,111.0590000
TOI-125 c,TOI-125,2019,Transiting Exoplanet Survey Satellite (TESS),0.081400,0.02086,0.86,111.0590000
TOI-125 d,TOI-125,2020,Transiting Exoplanet Survey Satellite (TESS),0.137000,0.04279,0.86,111.0590000
TOI-1259 A b,TOI-1259 A,2021,Transiting Exoplanet Survey Satellite (TESS),0.040700,0.44100,0.74,118.1060000
TOI-1260 b,TOI-1260,2021,Transiting Exoplanet Survey Satellite (TESS),0.036700,0.02693,0.68,73.5977000
TOI-1260 c,TOI-1260,2021,Transiting Exoplanet Survey Satellite (TESS),0.065700,0.04153,0.68,73.5977000
TOI-1260 d,TOI-1260,2022,Transiting Exoplanet Survey Satellite (TESS),0.111600,0.03725,0.68,73.5977000
TOI-1266 b,TOI-1266,2020,Transiting Exoplanet Survey Satellite (TESS),0.072800,0.01331,0.43,36.0118000
TOI-1266 c,TOI-1266,2020,Transiting Exoplanet Survey Satellite (TESS),0.104700,0.00906,0.43,36.0118000
TOI-1268 b,TOI-1268,2022,Transiting Exoplanet Survey Satellite (TESS),0.071100,0.30331,0.96,109.5570000
TOI-1269 b,TOI-1269,2024,Transiting Exoplanet Survey Satellite (TESS),0.049600,0.02014,0.90,172.1380000
TOI-1272 b,TOI-1272,2022,Transiting Exoplanet Survey Satellite (TESS),0.041700,0.08495,0.88,137.5720000
TOI-1272 c,TOI-1272,2022,W. M. Keck Observatory,0.079000,0.06828,0.88,137.5720000
TOI-1273 b,TOI-1273,2024,Transiting Exoplanet Survey Satellite (TESS),0.054900,0.22200,1.06,177.1180000
TOI-1278 b,TOI-1278,2021,Transiting Exoplanet Survey Satellite (TESS),0.095000,18.50000,0.54,75.5759000
TOI-1279 b,TOI-1279,2024,Transiting Exoplanet Survey Satellite (TESS),0.085000,0.03335,0.88,107.0550000
TOI-128.01,TOI-128,2024,Transiting Exoplanet Survey Satellite (TESS),0.053810,0.01750,0.85,68.4727000
TOI-1288 b,TOI-1288,2022,Transiting Exoplanet Survey Satellite (TESS),0.037400,0.13875,0.96,114.8650000
TOI-1288 c,TOI-1288,2022,Multiple Observatories,1.070000,0.26964,0.96,114.8650000
TOI-1294 b,TOI-1294,2024,Transiting Exoplanet Survey Satellite (TESS),0.051000,0.20105,1.16,332.6480000
TOI-1294 c,TOI-1294,2024,W. M. Keck Observatory,0.610000,0.46251,1.16,332.6480000
TOI-1296 b,TOI-1296,2021,Transiting Exoplanet Survey Satellite (TESS),0.051000,0.29985,1.16,323.2650000
TOI-1298 b,TOI-1298,2021,Transiting Exoplanet Survey Satellite (TESS),0.057000,0.31149,1.22,319.0360000
TOI-132 b,TOI-132,2020,Transiting Exoplanet Survey Satellite (TESS),0.026000,0.07048,0.97,163.6780000
TOI-1333 b,TOI-1333,2021,Transiting Exoplanet Survey Satellite (TESS),0.062600,2.37000,1.46,200.4920000
TOI-1338 b,TOI-1338 A,2020,Transiting Exoplanet Survey Satellite (TESS),0.460700,0.03550,1.09,399.0170000
TOI-1338 c,TOI-1338 A,2023,Multiple Observatories,0.794000,0.23723,1.09,399.0170000
TOI-1347 b,TOI-1347,2024,Transiting Exoplanet Survey Satellite (TESS),0.017100,0.03492,0.91,147.4760000
TOI-1347 c,TOI-1347,2024,Transiting Exoplanet Survey Satellite (TESS),0.054600,0.02014,0.91,147.4760000
TOI-1386 b,TOI-1386,2024,Transiting Exoplanet Survey Satellite (TESS),0.173000,0.14410,1.04,146.8580000
TOI-1386 c,TOI-1386,2024,W. M. Keck Observatory,0.750000,0.23661,1.04,146.8580000
TOI-139 b,TOI-139,2023,Transiting Exoplanet Survey Satellite (TESS),,0.02080,0.69,42.4061000
TOI-1408 b,TOI-1408,2023,Transiting Exoplanet Survey Satellite (TESS),0.057780,1.86579,1.31,139.4840000
TOI-1408 c,TOI-1408,2024,Transiting Exoplanet Survey Satellite (TESS),0.035870,0.02391,1.31,139.4840000
TOI-1410 c,TOI-1410,2024,W. M. Keck Observatory,0.239000,0.08495,0.79,72.7512000
TOI-1410.01,TOI-1410,2024,Transiting Exoplanet Survey Satellite (TESS),0.020700,0.03933,0.79,72.7512000
TOI-1411 b,TOI-1411,2022,Transiting Exoplanet Survey Satellite (TESS),0.021220,0.00629,0.60,32.4778000
TOI-1416 b,TOI-1416,2023,Transiting Exoplanet Survey Satellite (TESS),0.019000,0.01095,0.80,55.0135000
TOI-1420 b,TOI-1420,2023,Transiting Exoplanet Survey Satellite (TESS),0.071000,0.07897,0.99,201.9180000
TOI-1422 b,TOI-1422,2022,Transiting Exoplanet Survey Satellite (TESS),0.108000,0.02832,0.98,155.1410000
TOI-1431 b,TOI-1431,2021,Transiting Exoplanet Survey Satellite (TESS),0.046000,3.12000,1.90,148.9250000
TOI-1437 b,TOI-1437,2024,Transiting Exoplanet Survey Satellite (TESS),0.140000,0.03020,1.10,103.2970000
TOI-1439 b,TOI-1439,2024,Transiting Exoplanet Survey Satellite (TESS),0.192000,0.12113,1.23,230.3060000
TOI-1442 b,TOI-1442,2022,Transiting Exoplanet Survey Satellite (TESS),0.007100,0.00537,0.29,41.1659000
TOI-1443 b,TOI-1443,2024,Transiting Exoplanet Survey Satellite (TESS),0.147000,0.09439,0.77,85.8034000
TOI-1444 b,TOI-1444,2021,Transiting Exoplanet Survey Satellite (TESS),0.011600,0.01126,0.95,125.4630000
TOI-1448 b,TOI-1448,2024,Transiting Exoplanet Survey Satellite (TESS),0.056700,0.06135,0.37,73.3345000
TOI-1450 A b,TOI-1450 A,2024,Transiting Exoplanet Survey Satellite (TESS),,0.00396,0.48,22.4467000
TOI-1450 A c,TOI-1450 A,2024,Gemini Observatory,,0.00480,0.48,22.4467000
TOI-1451 b,TOI-1451,2024,Transiting Exoplanet Survey Satellite (TESS),0.127000,0.04782,1.00,91.9362000
TOI-1452 b,TOI-1452,2022,Transiting Exoplanet Survey Satellite (TESS),0.061000,0.01517,0.25,30.5212000
TOI-1467 b,TOI-1467,2024,Transiting Exoplanet Survey Satellite (TESS),0.049500,0.02832,0.45,37.4418000
TOI-1468 b,TOI-1468,2022,Transiting Exoplanet Survey Satellite (TESS),,0.01010,0.34,24.7399000
TOI-1468 c,TOI-1468,2022,Transiting Exoplanet Survey Satellite (TESS),,0.02089,0.34,24.7399000
TOI-1470 b,TOI-1470,2023,Transiting Exoplanet Survey Satellite (TESS),0.028500,0.02303,0.47,51.9503000
TOI-1470 c,TOI-1470,2023,Transiting Exoplanet Survey Satellite (TESS),0.106000,0.02278,0.47,51.9503000
TOI-1472 b,TOI-1472,2024,Transiting Exoplanet Survey Satellite (TESS),0.065000,0.05191,0.92,121.8400000
TOI-1478 b,TOI-1478,2021,Transiting Exoplanet Survey Satellite (TESS),0.090300,0.85100,0.95,152.8920000
TOI-150.01,TOI-150,2019,Transiting Exoplanet Survey Satellite (TESS),0.070370,2.51000,1.35,336.2670000
TOI-1516 b,TOI-1516,2022,Transiting Exoplanet Survey Satellite (TESS),,3.16000,1.14,247.0540000
TOI-1518 b,TOI-1518,2021,Multiple Observatories,0.038900,2.30000,1.79,225.8880000
TOI-157 b,TOI-157,2020,Transiting Exoplanet Survey Satellite (TESS),0.031380,1.18000,0.95,355.6830000
TOI-1601 b,TOI-1601,2021,Transiting Exoplanet Survey Satellite (TESS),0.069000,1.21764,1.51,336.6080000
TOI-163 b,TOI-163,2019,Transiting Exoplanet Survey Satellite (TESS),0.058000,1.22000,1.44,411.7190000
TOI-1634 b,TOI-1634,2021,Transiting Exoplanet Survey Satellite (TESS),0.015450,0.02382,0.45,35.2736000
TOI-1634 c,TOI-1634,2022,Multiple Observatories,,,0.45,35.2736000
TOI-1669 b,TOI-1669,2023,W. M. Keck Observatory,1.270000,0.60095,0.99,111.2760000
TOI-1669 c,TOI-1669,2024,Transiting Exoplanet Survey Satellite (TESS),0.037600,0.04090,0.99,111.2760000
TOI-1670 b,TOI-1670,2022,Transiting Exoplanet Survey Satellite (TESS),0.103000,0.13000,1.21,168.0670000
TOI-1670 c,TOI-1670,2022,Transiting Exoplanet Survey Satellite (TESS),0.249000,0.63000,1.21,168.0670000
TOI-1680 b,TOI-1680,2023,Transiting Exoplanet Survey Satellite (TESS),0.031440,0.00865,0.18,37.2209000
TOI-1683.01,TOI-1683,2024,Transiting Exoplanet Survey Satellite (TESS),0.036508,0.02350,0.69,51.1884000
TOI-1685 b,TOI-1685,2021,Transiting Exoplanet Survey Satellite (TESS),0.011380,0.00953,0.45,37.6153000
TOI-169 b,TOI-169,2020,Transiting Exoplanet Survey Satellite (TESS),0.035240,0.79100,1.15,407.8400000
TOI-1691 b,TOI-1691,2024,Transiting Exoplanet Survey Satellite (TESS),0.126000,0.04594,0.96,111.4450000
TOI-1693 b,TOI-1693,2022,Transiting Exoplanet Survey Satellite (TESS),0.022600,0.00809,0.49,30.7947000
TOI-1694 b,TOI-1694,2023,Transiting Exoplanet Survey Satellite (TESS),0.045000,0.09848,0.85,124.6800000
TOI-1694 c,TOI-1694,2023,W. M. Keck Observatory,0.100000,0.93447,0.85,124.6800000
TOI-1695 b,TOI-1695,2022,Transiting Exoplanet Survey Satellite (TESS),0.033548,0.02001,0.51,45.1309000
TOI-1696 b,TOI-1696,2022,Transiting Exoplanet Survey Satellite (TESS),0.022900,0.15354,0.26,64.9172000
TOI-1710 b,TOI-1710,2022,Transiting Exoplanet Survey Satellite (TESS),0.166000,0.07048,1.03,81.2271000
TOI-172 b,TOI-172,2019,Transiting Exoplanet Survey Satellite (TESS),0.091400,5.42000,1.13,342.8310000
TOI-1723 b,TOI-1723,2024,Transiting Exoplanet Survey Satellite (TESS),0.114000,0.03272,1.04,100.7270000
TOI-1728 b,TOI-1728,2020,Transiting Exoplanet Survey Satellite (TESS),0.039100,0.08426,0.65,60.7980000
TOI-1736 b,TOI-1736,2023,Transiting Exoplanet Survey Satellite (TESS),0.073000,0.03870,1.04,88.9482000
TOI-1736 c,TOI-1736,2023,Haute-Provence Observatory,1.370000,8.70000,1.04,88.9482000
TOI-1739 b,TOI-1739,2024,Transiting Exoplanet Survey Satellite (TESS),0.074200,0.01110,0.79,70.9819000
TOI-1742 b,TOI-1742,2024,Transiting Exoplanet Survey Satellite (TESS),0.154000,0.03052,1.09,72.8871000
TOI-1749 b,TOI-1749,2021,Transiting Exoplanet Survey Satellite (TESS),0.029100,0.17934,0.58,99.5561000
TOI-1749 c,TOI-1749,2021,Transiting Exoplanet Survey Satellite (TESS),0.044300,0.04405,0.58,99.5561000
TOI-1749 d,TOI-1749,2021,Transiting Exoplanet Survey Satellite (TESS),0.070700,0.04720,0.58,99.5561000
TOI-1751 b,TOI-1751,2024,Transiting Exoplanet Survey Satellite (TESS),0.215000,0.06135,0.94,113.3350000
TOI-1753 b,TOI-1753,2024,Transiting Exoplanet Survey Satellite (TESS),0.059000,0.05223,0.95,226.6710000
TOI-1758 b,TOI-1758,2024,Transiting Exoplanet Survey Satellite (TESS),0.138000,0.02171,0.83,96.6215000
TOI-1759 b,TOI-1759,2022,Transiting Exoplanet Survey Satellite (TESS),0.117700,0.03398,0.61,40.0654000
TOI-1775 b,TOI-1775,2024,Transiting Exoplanet Survey Satellite (TESS),0.080000,0.30205,0.92,149.2340000
TOI-1776 b,TOI-1776,2024,Transiting Exoplanet Survey Satellite (TESS),0.037800,0.00440,0.92,44.6470000
TOI-178 b,TOI-178,2021,Transiting Exoplanet Survey Satellite (TESS),0.026070,0.00472,0.65,62.6990000
TOI-178 c,TOI-178,2021,Transiting Exoplanet Survey Satellite (TESS),0.037000,0.01501,0.65,62.6990000
TOI-178 d,TOI-178,2021,Transiting Exoplanet Survey Satellite (TESS),0.059200,0.00947,0.65,62.6990000
TOI-178 e,TOI-178,2021,Transiting Exoplanet Survey Satellite (TESS),0.078300,0.01214,0.65,62.6990000
TOI-178 f,TOI-178,2021,Multiple Observatories,0.103900,0.02429,0.65,62.6990000
TOI-178 g,TOI-178,2021,Transiting Exoplanet Survey Satellite (TESS),0.127500,0.01240,0.65,62.6990000
TOI-1789 b,TOI-1789,2021,Transiting Exoplanet Survey Satellite (TESS),0.048820,0.70000,1.51,229.0670000
TOI-1794 b,TOI-1794,2024,Transiting Exoplanet Survey Satellite (TESS),0.082000,0.02737,0.97,155.7910000
TOI-1798.01,TOI-1798,2024,Transiting Exoplanet Survey Satellite (TESS),0.074000,0.02045,0.85,113.1810000
TOI-1798.02,TOI-1798,2024,Transiting Exoplanet Survey Satellite (TESS),0.010700,0.01762,0.85,113.1810000
TOI-1799 b,TOI-1799,2024,Transiting Exoplanet Survey Satellite (TESS),0.071000,0.01259,0.94,62.1274000
TOI-1801 b,TOI-1801,2023,Transiting Exoplanet Survey Satellite (TESS),0.075000,0.01805,0.56,30.6796000
TOI-1806.01,TOI-1806,2024,Transiting Exoplanet Survey Satellite (TESS),0.087735,0.03620,0.39,55.5211000
TOI-1807 b,TOI-1807,2021,Transiting Exoplanet Survey Satellite (TESS),0.012200,0.00768,0.80,42.5775000
TOI-181 b,TOI-181,2023,Transiting Exoplanet Survey Satellite (TESS),0.053900,0.14520,0.82,96.2338000
TOI-1811 b,TOI-1811,2023,Transiting Exoplanet Survey Satellite (TESS),0.043890,0.97200,0.82,128.2300000
TOI-1820 b,TOI-1820,2022,Transiting Exoplanet Survey Satellite (TESS),0.061000,2.30000,1.04,248.5040000
TOI-1823 b,TOI-1823,2024,Transiting Exoplanet Survey Satellite (TESS),0.212000,0.21206,0.84,71.6456000
TOI-1824 b,TOI-1824,2024,Transiting Exoplanet Survey Satellite (TESS),0.151000,0.05034,0.88,59.4314000
TOI-1836 b,TOI-1836,2024,Transiting Exoplanet Survey Satellite (TESS),0.157000,0.07771,1.25,191.6490000
TOI-1836 c,TOI-1836,2024,Transiting Exoplanet Survey Satellite (TESS),0.030890,0.02517,1.25,191.6490000
TOI-1842 b,TOI-1842,2021,Transiting Exoplanet Survey Satellite (TESS),0.100000,0.28128,1.46,223.4650000
TOI-1853 b,TOI-1853,2023,Transiting Exoplanet Survey Satellite (TESS),0.021300,0.23031,0.84,165.1050000
TOI-1855 b,TOI-1855,2024,Transiting Exoplanet Survey Satellite (TESS),0.023980,1.13300,0.99,176.8330000
TOI-1859 b,TOI-1859,2023,Transiting Exoplanet Survey Satellite (TESS),0.337000,0.21600,1.29,224.3850000
TOI-1860 b,TOI-1860,2022,Transiting Exoplanet Survey Satellite (TESS),0.020400,0.00714,0.99,45.8640000
TOI-1898 b,TOI-1898,2024,Transiting Exoplanet Survey Satellite (TESS),0.269000,0.40588,1.25,79.6682000
TOI-1899 b,TOI-1899,2020,Transiting Exoplanet Survey Satellite (TESS),0.152500,0.67000,0.63,128.4380000
TOI-1937 A b,TOI-1937 A,2023,Transiting Exoplanet Survey Satellite (TESS),0.019320,2.01000,1.07,415.1350000
TOI-198 b,TOI-198,2023,Transiting Exoplanet Survey Satellite (TESS),0.100000,0.00839,0.47,23.7262000
TOI-199 b,TOI-199,2023,Transiting Exoplanet Survey Satellite (TESS),0.425400,0.17000,0.94,102.2700000
TOI-199 c,TOI-199,2023,Multiple Observatories,0.807000,0.28000,0.94,102.2700000
TOI-1994 b,TOI-1994,2024,Transiting Exoplanet Survey Satellite (TESS),0.061300,22.10000,1.86,515.6030000
TOI-2000 b,TOI-2000,2023,Transiting Exoplanet Survey Satellite (TESS),0.042710,0.03470,1.08,175.7130000
TOI-2000 c,TOI-2000,2023,Transiting Exoplanet Survey Satellite (TESS),0.087800,0.25700,1.08,175.7130000
TOI-201 b,TOI-201,2021,Transiting Exoplanet Survey Satellite (TESS),0.300000,0.42000,1.32,113.8250000
TOI-2010 b,TOI-2010,2023,Transiting Exoplanet Survey Satellite (TESS),0.551600,1.28600,1.11,109.1900000
TOI-2015 b,TOI-2015,2023,Transiting Exoplanet Survey Satellite (TESS),0.030100,0.05160,0.34,47.3444000
TOI-2018 b,TOI-2018,2023,Transiting Exoplanet Survey Satellite (TESS),,0.02895,0.57,27.9956000
TOI-2019 b,TOI-2019,2024,Transiting Exoplanet Survey Satellite (TESS),0.128000,0.10823,1.18,198.0070000
TOI-2025 b,TOI-2025,2022,Transiting Exoplanet Survey Satellite (TESS),0.089200,3.60000,1.20,335.9850000
TOI-2046 b,TOI-2046,2022,Transiting Exoplanet Survey Satellite (TESS),,2.30000,1.13,289.6680000
TOI-2048 b,TOI-2048,2022,Transiting Exoplanet Survey Satellite (TESS),,0.02300,0.83,116.5670000
TOI-206 b,TOI-206,2022,Transiting Exoplanet Survey Satellite (TESS),0.011200,0.00705,0.35,47.7465000
TOI-2068 b,TOI-2068,2024,Transiting Exoplanet Survey Satellite (TESS),0.063200,0.01250,0.56,52.9328000
TOI-2076 b,TOI-2076,2021,Transiting Exoplanet Survey Satellite (TESS),0.088000,0.05066,0.86,41.9091000
TOI-2076 c,TOI-2076,2021,Transiting Exoplanet Survey Satellite (TESS),0.142000,0.17305,0.86,41.9091000
TOI-2076 d,TOI-2076,2021,Transiting Exoplanet Survey Satellite (TESS),0.199000,0.09124,0.86,41.9091000
TOI-2081 b,TOI-2081,2022,Transiting Exoplanet Survey Satellite (TESS),0.075200,0.01520,0.54,62.3446000
TOI-2084 b,TOI-2084,2023,Transiting Exoplanet Survey Satellite (TESS),0.050060,0.02100,0.45,114.5490000
TOI-2088 b,TOI-2088,2024,Transiting Exoplanet Survey Satellite (TESS),0.472000,0.11642,0.90,126.4600000
TOI-2095 b,TOI-2095,2023,Transiting Exoplanet Survey Satellite (TESS),0.101000,0.01290,0.44,41.9176000
TOI-2095 c,TOI-2095,2023,Transiting Exoplanet Survey Satellite (TESS),0.137000,0.02328,0.44,41.9176000
TOI-2096 b,TOI-2096,2023,Transiting Exoplanet Survey Satellite (TESS),0.025000,0.00653,0.23,48.4809000
TOI-2096 c,TOI-2096,2023,Transiting Exoplanet Survey Satellite (TESS),0.040000,0.01360,0.23,48.4809000
TOI-2107 b,TOI-2107,2024,Transiting Exoplanet Survey Satellite (TESS),0.035150,0.83000,0.96,236.7050000
TOI-2109 b,TOI-2109,2021,Transiting Exoplanet Survey Satellite (TESS),0.017910,5.02000,1.45,262.0410000
TOI-2120 b,TOI-2120,2024,Transiting Exoplanet Survey Satellite (TESS),0.037700,0.02140,0.21,32.1755000
TOI-2128 b,TOI-2128,2024,Transiting Exoplanet Survey Satellite (TESS),0.127000,0.01416,1.03,36.5780000
TOI-2134 b,TOI-2134,2023,Transiting Exoplanet Survey Satellite (TESS),0.078000,0.02873,0.74,22.6202000
TOI-2134 c,TOI-2134,2023,Transiting Exoplanet Survey Satellite (TESS),0.371000,0.13180,0.74,22.6202000
TOI-2136 b,TOI-2136,2022,Transiting Exoplanet Survey Satellite (TESS),0.057000,0.02004,0.34,33.3631000
TOI-2141 b,TOI-2141,2023,Transiting Exoplanet Survey Satellite (TESS),0.133000,0.07500,0.94,77.6820000
TOI-2145 b,TOI-2145,2023,Transiting Exoplanet Survey Satellite (TESS),0.111000,5.55960,1.72,224.7310000
TOI-2152 A b,TOI-2152,2023,Transiting Exoplanet Survey Satellite (TESS),0.050640,2.83000,1.52,303.0060000
